?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/CHEBI_76860>	"An EC 1.3.* (oxidoreductase acting on donor CH-CH group) inhibitor that interferes with the action of any such enzyme using oxygen as acceptor (EC 1.3.3.*)."	
<http://purl.obolibrary.org/obo/CHEBI_18300>	"A butenedioic acid in which the double bond has cis- (Z)-configuration."	"Beilstein:1903639 PMID:9591280 DrugBank:DB04299 PDBeChem:MAE PMID:11386868 PMID:22770225 Gmelin:49854 PMID:10952545 HMDB:HMDB0000176 MetaCyc:MALEATE KNApSAcK:C00007417 Reaxys:605762 Wikipedia:Maleic_acid CAS:110-16-7 KEGG:C01384 Beilstein:605762"
<http://purl.obolibrary.org/obo/CHEBI_37562>		
<http://purl.obolibrary.org/obo/MAXO_0000210>		"CHEBI:37733"
<http://purl.obolibrary.org/obo/CHEBI_27455>	"A monocarboxylic acid anion that results from the removal of a proton from the carboxylic acid group of trichloroacetic acid."	"Gmelin:200855 Beilstein:3588433 Reaxys:3588433 MetaCyc:CPD-9675 UM-BBD_compID:c0016 CAS:14357-05-2"
<http://purl.obolibrary.org/obo/ECTO_9001223>	"An exposure to 1,4-phenylenediamine."	
<http://purl.obolibrary.org/obo/ECTO_9001329>	"An exposure to 1,2,3,4,6,7,8-Heptachlorodibenzodioxin."	
<http://purl.obolibrary.org/obo/FOODON_00002343>		
<http://purl.obolibrary.org/obo/CDNO_0100016>	"Glucose which is derived from sucrose."@en	
<http://purl.obolibrary.org/obo/UBERON_0000479>	"Multicellular anatomical structure that consists of many cells of one or a few types, arranged in an extracellular matrix such that their long-range organisation is at least partly a repetition of their short-range organisation."	
<http://purl.obolibrary.org/obo/CHEBI_39258>	"An aromatic ether in which the oxygen is attached to two phenyl substituents. It has been found in muscat grapes and vanilla."	"CAS:101-84-8 Gmelin:165477 Beilstein:1364620 Reaxys:1364620 HMDB:HMDB0034446 Wikipedia:Diphenyl_ether"
<http://purl.obolibrary.org/obo/CDNO_0200731>	"The concentration of curcumin when measured in some material entity."	
<http://purl.obolibrary.org/obo/CHEBI_36586>	"Any compound containing the carbonyl group, C=O. The term is commonly used in the restricted sense of aldehydes and ketones, although it actually includes carboxylic acids and derivatives."	
<http://purl.obolibrary.org/obo/NCIT_C25464>	"A collective generic term that refers here to a wide variety of dependencies, areas of special sovereignty, uninhabited islands, and other entities in addition to the traditional countries or independent states."	
<http://purl.obolibrary.org/obo/FOODON_00003530>	"A rosette leaf of a chard plant (Beta vulgaris subsp. vulgaris)."@en	
<http://purl.obolibrary.org/obo/ECTO_9002002>	"An exposure to antileishmanial agent."	
<http://purl.obolibrary.org/obo/ECTO_9000895>	"An exposure to sulfadiazine."	
<http://purl.obolibrary.org/obo/ECTO_9000676>	"An exposure to pirimiphos-methyl."	
<http://purl.obolibrary.org/obo/NCBITaxon_1783272>		"PMID:23851394 PMID:18988685 GC_ID:11"
<http://purl.obolibrary.org/obo/ENVO_01001486>	"A tornado which a) is not associated with a mesocyclone and is thus relatively weak and short-lived, b) is centred on a small, smooth condensation funnel which often does not reach the planetary surface, and c) forms a distinctively laminar cloud of dust when it makes contact with the land."@en	
<http://purl.obolibrary.org/obo/GO_0019637>	"The chemical reactions and pathways involving organophosphates, any phosphate-containing organic compound."	
<http://purl.obolibrary.org/obo/FOODON_03411206>	"A plum is a fruit of the subgenus *Prunus* of the genus *Prunus*. The subgenus is distinguished from other subgenera (peaches, cherries, bird cherries, etc.) in the shoots having terminal bud and solitary side buds (not clustered), the flowers in groups of one to five together on short stems, and the fruit having a groove running down one side and a smooth stone (or pit)."@en	"http://www.langual.org/langual_thesaurus.asp?termid=B1206"
<http://purl.obolibrary.org/obo/FOODON_03301672>	"A spread used for flavoring, baking, and cooking that was first made in France in 1869."@en	"SUBSET_SIREN:F1672"
<http://purl.obolibrary.org/obo/CHEBI_81788>	"A member of the class of ureas that is urea in which the two nitrogen atoms are substituted by an ethyl group and a 2-cyano-2-(methoxyimino)acetyl group respectively. A fungicide used to control Peronosporales on a range of crops including vines, hops and potatoes."	"PMID:25306333 Reaxys:2214017 PMID:25212392 PMID:24791955 KEGG:C18498 PMID:25236328 CAS:57966-95-7 Pesticides:cymoxanil PPDB:196"
<http://purl.obolibrary.org/obo/CHEBI_2580>	"Any fatty acid anion containing at least one C-C unsaturated bond; formed by deprotonation of the carboxylic acid moiety."	
<http://purl.obolibrary.org/obo/CHEBI_39215>		
<http://purl.obolibrary.org/obo/FOODON_03420113>	"A broad term that includes milk and its components, cream, curd and whey; use the appropriate specific term when milk or a milk product is the principal ingredient. Use the appropriate term under *MEAT ANIMAL* to index the source of the milk (note: 21 CFR 131.110 defines milk as cow's milk)."@en	"http://www.langual.org/langual_thesaurus.asp?termid=C0113"
<http://purl.obolibrary.org/obo/ENVO_00002115>	"Organically enriched sediment which has increased levels of petroleum."	
<http://purl.obolibrary.org/obo/ECTO_9000194>	"An exposure to lead cation."	
<http://purl.obolibrary.org/obo/CHEBI_38817>	"A  dicarboximide that is 2,3-dihydro-1H-isoindole substituted by oxo groups at positions 1 and 3."	"CAS:85-41-6 PMID:16610900 PMID:24171082 Wikipedia:Phthalimide Reaxys:118522 Beilstein:118522"
<http://purl.obolibrary.org/obo/ECTO_9001484>	"An exposure to pentan-2-one."	
<http://purl.obolibrary.org/obo/CHEBI_60606>	"An agent that selectively binds to and activates an opioid receptor."	
<http://purl.obolibrary.org/obo/CHEBI_86992>	"An N-methyl-3-phenyl-3-[4-(trifluoromethyl)phenoxy]propan-1-amine that has S configuration. [The antidepressant drug fluoxetine is a racemate comprising equimolar amounts of (R)- and (S)-fluoxetine]."	"PMID:22923967 PMID:24997906 Reaxys:4356433 PMID:22903652 PMID:20663810 PMID:19788198 PMID:23885544 PMID:19144769 PMID:24464553"
<http://purl.obolibrary.org/obo/ENVO_00005749>	"A portion of soil which is part of a cropland or a rangeland biome."	
<http://purl.obolibrary.org/obo/ECTO_9002158>	"An exposure to warfarin."	
<http://purl.obolibrary.org/obo/FOODON_03315173>	"A fish product is a home-made or commercially produced or retail or wholesale product containing substantial amounts of freshwater or saltwater fish and/or shellfish flesh. Note that this category should avoid items that mention a particular species of fish or shellfish."@en	"SUBSET_SIREN:F15173"
<http://purl.obolibrary.org/obo/CHEBI_38104>	"Any organic heterocyclic compound containing at least one ring oxygen atom."	"PMID:17134300"
<http://purl.obolibrary.org/obo/FOODON_03411505>		"http://www.langual.org/langual_thesaurus.asp?termid=B1505"
<http://purl.obolibrary.org/obo/CHEBI_47266>	"A diatomic molecule containing covalently bonded hydrogen and bromine atoms."	"Gmelin:620 CAS:10035-10-6 KEGG:C13645"
<http://purl.obolibrary.org/obo/CHEBI_24730>	"Any nitrile compound which also contains a hydroxy group."	
<http://purl.obolibrary.org/obo/CHEBI_41921>	"An ortho-fused bicyclic arene comprising of benzene and cyclopentene rings."	"PMID:24804069 PMID:24217495 Beilstein:635873 Reaxys:635873 DrugBank:DB02815 PDBeChem:DEN Gmelin:27265 Wikipedia:Indene CAS:95-13-6"
<http://purl.obolibrary.org/obo/GO_0044238>	"The chemical reactions and pathways involving those compounds which are formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."	
<http://purl.obolibrary.org/obo/ECTO_0070066>	"An exposure to soybean (whole) via ingestion."	
<http://purl.obolibrary.org/obo/ECTO_9000160>	"An exposure to gibberellin."	
<http://purl.obolibrary.org/obo/FOODON_00001144>		
<http://purl.obolibrary.org/obo/ECTO_9000381>	"An exposure to tetralin."	
<http://purl.obolibrary.org/obo/CHEBI_83505>	"A monocarboxylic acid that is (sulfoamino)acetic acid substituted by a heptadecafluorooctyl group at the sulfur atom."	"PMID:24468635 Reaxys:1811103"
<http://purl.obolibrary.org/obo/FOODON_03302061>	"A small green seed of a baby lima bean plant."@en	"SUBSET_SIREN:F2061"
<http://purl.obolibrary.org/obo/CHEBI_136849>	"An organic group derived from any 3-oxo-Delta(4)-steroid."	
<http://purl.obolibrary.org/obo/CHEBI_14973>	"A  monocyclic heteroarene that is a five-membered organic heterocycle containing two nitrogen atoms at positions 1 and 2."	"Wikipedia:Pyrazole PMID:24816008"
<http://purl.obolibrary.org/obo/CHEBI_37697>		
<http://purl.obolibrary.org/obo/CHEBI_88191>	"An organic sodium salt resulting from the formal condensation of Sirius red 4B (acid form) with two equivalents of sodium hydroxide. Used as the plasma stain in some trichrome staining methods."	"PMID:22585524 PMID:26417357 PMID:20060376 PMID:26074308 PMID:24734585 PMID:25649265 PMID:24809499 Reaxys:3894142 CAS:2610-11-9"
<http://purl.obolibrary.org/obo/FOODON_03307147>		"SUBSET_SIREN:F7147"
<http://purl.obolibrary.org/obo/FOODON_00001154>	"Citrullus lanatus is a plant species in the family Cucurbitaceae, a vine-like (scrambler and trailer) flowering plant originally from sub-Saharan Africa. It is cultivated for its fruit. The subdivision of this species into two varieties, watermelons (Citrullus lanatus (Thunb.) var. lanatus) and citron melons (Citrullus lanatus var. citroides (L. H. Bailey) Mansf.)"@en	
<http://purl.obolibrary.org/obo/CHEBI_25248>	"Any carboxylic ester resulting from the formal condensation of a carboxy group with methanol."	
<http://purl.obolibrary.org/obo/CHEBI_64678>	"An organic cation obtained by protonation of any anthracycline."	
<http://purl.obolibrary.org/obo/CHEBI_81506>		"KEGG:C18104 CAS:51207-31-9"
<http://purl.obolibrary.org/obo/NCBITaxon_186820>		"GC_ID:11"
<http://purl.obolibrary.org/obo/CHEBI_33732>		
<http://purl.obolibrary.org/obo/ECTO_9000697>	"An exposure to metsulfuron methyl."	
<http://purl.obolibrary.org/obo/PO_0009046>	"A determinate reproductive shoot system (PO:0025082) that has as part at least one carpel (PO:0009030) or at least one stamen (PO:0009029) and does not contain any other determinate shoot system (PO:0009006) as a part."	"PO_GIT:160 PO_GIT:259"
<http://purl.obolibrary.org/obo/ECTO_9001279>	"An exposure to triadimefon."	
<http://purl.obolibrary.org/obo/UBERON_0009751>	"The embryonic connective tissue made up of loosely aggregated mesenchymal cells, supported by interlaminar jelly, that gives rise to the developing cardiac structures."	
<http://purl.obolibrary.org/obo/ENVO_01001366>	"A process during which particles suspended in a gaseous medium are formed."	
<http://purl.obolibrary.org/obo/CHEBI_62488>	"A molecular messenger in which the molecule is specifically involved in transmitting information between cells. Such molecules are released from the cell sending the signal, cross over the gap between cells by diffusion, and interact with specific receptors in another cell, triggering a response in that cell by activating a series of enzyme controlled reactions which lead to changes inside the cell."	
<http://purl.obolibrary.org/obo/FOODON_03411061>	"*Phaseolus vulgaris*, also known as the common bean among other names,[ is a herbaceous annual plant grown worldwide for its edible dry seeds or unripe fruit. The main categories of common beans, on the basis of use, are dry beans (seeds harvested at complete maturity), snap beans (tender pods with reduced fibre harvested before the seed development phase) and shell beans (seeds harvested at physiological maturity). Its leaf is also occasionally used as a vegetable and the straw as fodder. Its botanical classification, along with other *Phaseolus* species, is as a member of the legume family *Fabaceae*, most of whose members acquire the nitrogen they require through an association with rhizobia, a species of nitrogen-fixing bacteria.[https://en.wikipedia.org/wiki/Phaseolus_vulgaris]"@en	"http://eol.org/pages/645324 GRIN:312013 GRIN:27632 http://www.langual.org/langual_thesaurus.asp?termid=B1061 MANSFELD:27559 http://purl.obolibrary.org/obo/NCBITaxon_3885 PLANTS:PHVU ITIS:26857"
<http://purl.obolibrary.org/obo/FOODON_03400155>	"Semisolid or jelled food prepared from fruit or fruit juice and other ingredients prescribed for the individual products (21 CFR 150)."@en	"http://www.langual.org/langual_thesaurus.asp?termid=A0155"
<http://purl.obolibrary.org/obo/CHEBI_35162>		
<http://purl.obolibrary.org/obo/CHEBI_35295>		
<http://purl.obolibrary.org/obo/CHEBI_83768>	"A methanesulfonate ester that is methanesulfonic acid in which the hydrogen of the hydroxy group has been replaced by a 2-ethoxy-3,3-dimethyl-2,3-dihydro-1-benzofuran-5-yl group."	"PPDB:278"
<http://purl.obolibrary.org/obo/CHEBI_16555>	"A thioacetic acid that is acetic acid in which the oxygen atom of the hydroxy group has been replaced by a sulfur atom."	"Gmelin:49262 PMID:23298036 KEGG:C01857 CAS:507-09-5 Reaxys:773684 Beilstein:773684"
<http://purl.obolibrary.org/obo/GO_1901566>	"The chemical reactions and pathways resulting in the formation of organonitrogen compound."	
<http://purl.obolibrary.org/obo/ENVO_0010003>		
<http://purl.obolibrary.org/obo/CHEBI_23423>		
<http://purl.obolibrary.org/obo/ECTO_9000608>	"An exposure to 2,2',4,4',5,5'-hexachlorobiphenyl."	
<http://purl.obolibrary.org/obo/CHEBI_51860>	"A methyl phenyl(piperidin-2-yl)acetate in which both stereocentres have R configuration.  It is the active enantiomer in the racemic drug methylphenidate."	"CAS:40431-64-9 Beilstein:6116309 Wikipedia:Dexmethylphenidate Drug_Central:836"
<http://purl.obolibrary.org/obo/ENVO_00002872>	"The biomass remaining after sugarcane stalks are crushed to extract their juice."	"https://en.wikipedia.org/wiki/Bagasse"
<http://purl.obolibrary.org/obo/ECTO_9000070>	"An exposure to phosgene."	
<http://purl.obolibrary.org/obo/CHEBI_36360>		
<http://purl.obolibrary.org/obo/ECTO_7000070>	"A exposure event involving the interaction of an exposure receptor to snow."	
<http://purl.obolibrary.org/obo/CHEBI_36718>	"Any polychlorobiphenyl with molecular formula C12H8Cl2."	
<http://purl.obolibrary.org/obo/ECTO_9000185>	"An exposure to nitrate."	
<http://purl.obolibrary.org/obo/CHEBI_115196>	"Benzothiazole substituted with a hydroxy group at the 2-position."	"Reaxys:742522 CAS:934-34-9 Beilstein:742522 PMID:9544213 PMID:23224221 PMID:18568896 PMID:15750776"
<http://purl.obolibrary.org/obo/CHEBI_50305>	"An organic heterotetracyclic compound that has a furonaphthodioxole skeleton bearing a 3,4,5-trimethoxyphenyl substituent. It is found in the roots and rhizomes of Podophyllum species and is used for the topical treatment of genital warts."	"LINCS:LSM-3055 KEGG:C10874 KNApSAcK:C00000610 Wikipedia:Podophyllotoxin PMID:23798883 DrugBank:DB01179 CAS:518-28-5 PMID:15803102 PMID:8112825 PDBeChem:POD PMID:23161544 HMDB:HMDB0031452 Drug_Central:3481 PMID:22621772 Reaxys:99163 KEGG:D05529"
<http://purl.obolibrary.org/obo/FOODON_03302732>		"SUBSET_SIREN:F2732"
<http://purl.obolibrary.org/obo/CHEBI_76507>	"Any metabolite produced during a metabolic reaction in marine macro- and microorganisms."	
<http://purl.obolibrary.org/obo/ENVO_01001219>	"A stellar radiation process during which electromagnetic waves or their quanta are emitted from a star with sufficient energy to disrupt molecular bonds or alter the electron number of atoms."	
<http://purl.obolibrary.org/obo/CHEBI_28805>		"Beilstein:1071208 CAS:156-59-2 KEGG:C06792 UM-BBD_compID:c0357 Gmelin:122694"
<http://purl.obolibrary.org/obo/ECTO_9001670>	"An exposure to jasmonates."	
<http://purl.obolibrary.org/obo/CHEBI_73690>	"An L-alpha-amino acid which is biosynthesised from erythrose 4-phosphate and phosphoenolpyruvate (i.e. phenylalanine, tyrosine, and tryptophan). A closed class."	
<http://purl.obolibrary.org/obo/CHEBI_59544>	"Any antigen that is a phosphorylated microbial metabolite which activates an immune response in humans."	
<http://purl.obolibrary.org/obo/FOODON_03411021>	"An aquatic animal is an animal, either vertebrate or invertebrate, which lives in the water for most or all of its lifetime."@en	"http://www.langual.org/langual_thesaurus.asp?termid=B1021"
<http://purl.obolibrary.org/obo/CHEBI_3177>	"A racemate consisting of equimolar concentrations of (R)- and (S)-bromacil."	"Pesticides:bromacil CAS:314-40-9 Patent:CN101597265 Wikipedia:Bromacil PMID:21953966 PMID:25163558 PMID:19906401 Reaxys:647896 KEGG:C10911"
<http://purl.obolibrary.org/obo/FOODON_03414381>	"A bovid (family *Bovidae*) is any of almost 140 species of cloven-hoofed, ruminant mammal which has males with characteristic unbranching horns covered in a permanent sheath of keratin.\n\nThe family is widespread, being native to Asia, Africa, Europe and North America, and diverse: members include bison, African buffalo, water buffalo, antelopes, gazelles, sheep, goats, muskoxen, and domestic cattle."@en	"http://eol.org/pages/7687 http://www.langual.org/langual_thesaurus.asp?termid=B4381"
